,OlfN,TotalN,Tokens
bow_VB,49,0,"['bow_VB', 'bow_VBG', 'bow_VBD', 'bow_VBN', 'bow_VBP', 'bow_VBZ']"
frivolous_JJ,24,0,['frivolous_JJ']
mentor_VB,43,0,"['mentor_VBN', 'mentor_VBG', 'mentor_VBD']"
benefit_VB,729,0,"['benefit_VBN', 'benefit_VB', 'benefit_VBD', 'benefit_VBP', 'benefit_VBG', 'benefit_VBZ']"
transcendent_JJ,28,0,['transcendent_JJ']
electricity_NN,85,0,"['electricity_NN', 'electricity_NNP']"
christopher_NN,35,0,"['christopher_NNP', 'christopher_NN']"
addition_NN,849,0,"['addition_NN', 'addition_NNS', 'addition_NNP']"
proportion_NN,187,0,"['proportion_NN', 'proportion_NNS']"
remark_VB,128,0,"['remark_VBD', 'remark_VB', 'remark_VBN', 'remark_VBZ', 'remark_VBG', 'remark_VBP']"
journal_NN,275,0,"['journal_NN', 'journal_NNS', 'journal_NNP', 'journal_NNPS']"
run_NN,180,0,"['run_NN', 'run_NNS', 'run_NNP']"
syndrome_NN,74,0,"['syndrome_NN', 'syndrome_NNP']"
compose_VB,117,0,"['compose_VB', 'compose_VBN', 'compose_VBP', 'compose_VBG', 'compose_VBD', 'compose_VBZ']"
preoccupy_VB,41,0,"['preoccupy_VBD', 'preoccupy_VBN']"
inhibit_VB,199,0,"['inhibit_VBN', 'inhibit_VBD', 'inhibit_VBP', 'inhibit_VB', 'inhibit_VBG', 'inhibit_VBZ']"
saddle_NN,25,0,"['saddle_NN', 'saddle_NNS', 'saddle_NNP']"
comparison_NN,214,0,"['comparison_NN', 'comparison_NNS', 'comparison_NNPS']"
smash_VB,29,0,"['smash_VB', 'smash_VBN', 'smash_VBG', 'smash_VBD', 'smash_VBP']"
accustom_VB,56,0,"['accustom_VBN', 'accustom_VBD']"
customer_NN,1248,0,"['customer_NNS', 'customer_NN']"
allergy_NN,36,0,"['allergy_NNS', 'allergy_NN', 'allergy_NNP']"
submissive_JJ,21,0,['submissive_JJ']
typically_RB,278,0,['typically_RB']
mythical_JJ,12,0,['mythical_JJ']
educate_VB,225,0,"['educate_VB', 'educate_VBN', 'educate_VBG', 'educate_VBD', 'educate_VBP', 'educate_VBZ']"
murderer_NN,66,0,"['murderer_NNS', 'murderer_NN']"
current_NN,87,0,"['current_NN', 'current_NNS', 'current_NNP']"
uneasiness_NN,309,0,"['uneasiness_NN', 'uneasiness_NNS']"
vestige_NN,17,0,"['vestige_NNS', 'vestige_NN', 'vestige_NNP']"
petty_JJ,53,0,"['petty_JJ', 'petty_JJS']"
subsequently_RB,85,0,['subsequently_RB']
pathetic_JJ,36,0,['pathetic_JJ']
sermon_NN,45,0,"['sermon_NNS', 'sermon_NN', 'sermon_NNP']"
chris_NN,122,0,"['chris_NNP', 'chris_NNS']"
inconvenience_NN,108,0,"['inconvenience_NN', 'inconvenience_NNS']"
orchestral_JJ,14,0,['orchestral_JJ']
transition_NN,214,0,"['transition_NN', 'transition_NNS', 'transition_NNPS']"
cultural_JJ,425,0,['cultural_JJ']
confinement_NN,31,0,"['confinement_NN', 'confinement_NNS']"
feature_NN,373,0,"['feature_NNS', 'feature_NN', 'feature_NNP']"
divine_JJ,194,0,['divine_JJ']
forge_VB,42,0,"['forge_VB', 'forge_VBN', 'forge_VBD', 'forge_VBG', 'forge_VBZ', 'forge_VBP']"
compelling_JJ,161,0,['compelling_JJ']
fire_VB,86,0,"['fire_VBN', 'fire_VB', 'fire_VBD', 'fire_VBG', 'fire_VBZ', 'fire_VBP']"
charity_NN,175,0,"['charity_NN', 'charity_NNS', 'charity_NNP', 'charity_NNPS']"
refresh_VB,123,0,"['refresh_VBN', 'refresh_VBD', 'refresh_VB', 'refresh_VBG']"
severely_RB,254,0,['severely_RB']
technique_NN,294,0,"['technique_NNS', 'technique_NN', 'technique_NNPS']"
careful_JJ,105,0,['careful_JJ']
rope_NN,68,0,"['rope_NN', 'rope_NNS']"
russian_NN,143,0,"['russian_NNP', 'russian_NNPS']"
delicately_RB,16,0,['delicately_RB']
day-to-day_JJ,61,0,['day-to-day_JJ']
j_NN,37,0,"['j_NN', 'j_NNP']"
competence_NN,164,0,['competence_NN']
ethically_RB,55,0,['ethically_RB']
deal_NN,681,0,"['deal_NN', 'deal_NNS', 'deal_NNP']"
persuasion_NN,37,0,"['persuasion_NNS', 'persuasion_NN', 'persuasion_NNP']"
yearning_NN,130,0,"['yearning_NNS', 'yearning_NN']"
constantly_RB,493,0,['constantly_RB']
tune_NN,131,0,"['tune_NN', 'tune_NNS', 'tune_NNPS']"
glorify_VB,26,0,"['glorify_VBG', 'glorify_VBZ', 'glorify_VBD', 'glorify_VB', 'glorify_VBN']"
smother_VB,80,0,"['smother_VBG', 'smother_VBN', 'smother_VB', 'smother_VBD']"
deficiency_NN,67,0,"['deficiency_NN', 'deficiency_NNS', 'deficiency_NNP']"
sum_NN,157,0,"['sum_NN', 'sum_NNS', 'sum_NNP']"
total_NN,26,0,"['total_NN', 'total_NNP', 'total_NNS']"
concept_NN,482,0,"['concept_NNS', 'concept_NN', 'concept_NNP']"
injection_NN,64,0,"['injection_NN', 'injection_NNS']"
resource_NN,737,0,"['resource_NNS', 'resource_NN', 'resource_NNPS', 'resource_NNP']"
nourishment_NN,11,0,['nourishment_NN']
indisposition_NN,12,0,['indisposition_NN']
clarification_NN,82,0,"['clarification_NN', 'clarification_NNS']"
insistence_NN,23,0,['insistence_NN']
benevolent_JJ,70,0,['benevolent_JJ']
identity_NN,567,0,"['identity_NN', 'identity_NNS', 'identity_NNP']"
dreary_JJ,48,0,['dreary_JJ']
consolation_NN,80,0,"['consolation_NN', 'consolation_NNS']"
garbage_NN,25,0,['garbage_NN']
maternal_JJ,86,0,['maternal_JJ']
police_NN,587,0,"['police_NNS', 'police_NN', 'police_NNP']"
oftener_JJ,13,0,['oftener_JJR']
flattered_JJ,69,0,['flattered_JJ']
consideration_NN,400,0,"['consideration_NN', 'consideration_NNS', 'consideration_NNP']"
propensity_NN,36,0,"['propensity_NN', 'propensity_NNS']"
appetite_NN,191,0,"['appetite_NN', 'appetite_NNS']"
sway_VB,98,0,"['sway_VBG', 'sway_VBN', 'sway_VB', 'sway_VBD', 'sway_VBZ', 'sway_VBP']"
fly_VB,352,0,"['fly_VBG', 'fly_VBP', 'fly_VB', 'fly_VBD', 'fly_VBZ', 'fly_VBN']"
flag_NN,102,0,"['flag_NNS', 'flag_NN', 'flag_NNP']"
sole_JJ,49,0,['sole_JJ']
tile_NN,50,0,"['tile_NN', 'tile_NNS']"
frankness_NN,14,0,['frankness_NN']
fervor_NN,46,0,['fervor_NN']
pour_VB,150,0,"['pour_VB', 'pour_VBP', 'pour_VBG', 'pour_VBN', 'pour_VBZ', 'pour_VBD']"
separation_NN,251,0,"['separation_NN', 'separation_NNS', 'separation_NNP']"
confession_NN,76,0,"['confession_NN', 'confession_NNS', 'confession_NNP']"
poetical_JJ,14,0,['poetical_JJ']
dawn_NN,57,0,"['dawn_NN', 'dawn_NNP']"
arrogance_NN,68,0,['arrogance_NN']
cheat_VB,671,0,"['cheat_VBN', 'cheat_VB', 'cheat_VBG', 'cheat_VBD', 'cheat_VBP', 'cheat_VBZ']"
recollection_NN,97,0,"['recollection_NN', 'recollection_NNS']"
overflow_NN,40,0,"['overflow_NN', 'overflow_NNP', 'overflow_NNS']"
coastal_JJ,42,0,['coastal_JJ']
mountain_NN,224,0,"['mountain_NNS', 'mountain_NN', 'mountain_NNP', 'mountain_NNPS']"
uncertainty_NN,450,0,"['uncertainty_NN', 'uncertainty_NNS']"
hypocrisy_NN,39,0,['hypocrisy_NN']
missionary_JJ,34,0,['missionary_JJ']
trace_VB,118,0,"['trace_VBP', 'trace_VBG', 'trace_VB', 'trace_VBD', 'trace_VBN']"
origin_NN,175,0,"['origin_NN', 'origin_NNS', 'origin_NNP']"
assume_VB,399,0,"['assume_VBD', 'assume_VBG', 'assume_VB', 'assume_VBP', 'assume_VBN', 'assume_VBZ']"
ardor_NN,37,0,['ardor_NN']
concert_NN,100,0,"['concert_NNS', 'concert_NN', 'concert_NNP']"
affirm_VB,135,0,"['affirm_VB', 'affirm_VBG', 'affirm_VBZ', 'affirm_VBD', 'affirm_VBN', 'affirm_VBP']"
human_NN,421,0,"['human_NNS', 'human_NNP', 'human_NN', 'human_NNPS']"
alternatively_RB,35,0,['alternatively_RB']
concur_VB,39,0,"['concur_VBD', 'concur_VB', 'concur_VBZ', 'concur_VBP', 'concur_VBG']"
abandonment_NN,185,0,"['abandonment_NN', 'abandonment_NNP']"
persuade_VB,142,0,"['persuade_VBN', 'persuade_VBG', 'persuade_VB', 'persuade_VBD', 'persuade_VBP', 'persuade_VBZ']"
enlighten_VB,116,0,"['enlighten_VB', 'enlighten_VBN', 'enlighten_VBD', 'enlighten_VBG', 'enlighten_VBZ']"
virile_JJ,11,0,['virile_JJ']
height_NN,113,0,"['height_NN', 'height_NNS', 'height_NNP']"
ethical_JJ,171,0,['ethical_JJ']
rock_VB,64,0,"['rock_VBG', 'rock_VB', 'rock_VBD', 'rock_VBP', 'rock_VBN']"
lesion_NN,27,0,"['lesion_NNS', 'lesion_NN']"
benign_JJ,22,0,['benign_JJ']
uninvolved_JJ,10,0,['uninvolved_JJ']
contented_JJ,87,0,['contented_JJ']
data_NN,731,0,"['data_NNS', 'data_NN', 'data_NNP']"
efficacy_NN,110,0,"['efficacy_NN', 'efficacy_NNP']"
supplement_NN,32,0,"['supplement_NNS', 'supplement_NN']"
correct_JJ,273,0,['correct_JJ']
coast_NN,143,0,"['coast_NNP', 'coast_NN', 'coast_NNS']"
ben_NN,95,0,['ben_NNP']
induce_VB,272,0,"['induce_VBP', 'induce_VBG', 'induce_VBZ', 'induce_VBN', 'induce_VBD', 'induce_VB']"
joyfully_RB,20,0,['joyfully_RB']
murder_NN,150,0,"['murder_NN', 'murder_NNS']"
strike_VB,279,0,"['strike_VBD', 'strike_VBZ', 'strike_VB', 'strike_VBN', 'strike_VBG', 'strike_VBP']"
resonant_JJ,13,0,['resonant_JJ']
harmonious_JJ,30,0,['harmonious_JJ']
l_NN,62,0,"['l_NN', 'l_NNP', 'l_NNS']"
belie_VB,20,0,"['belie_VB', 'belie_VBZ', 'belie_VBN', 'belie_VBG', 'belie_VBD', 'belie_VBP']"
energize_VB,314,0,"['energize_VBN', 'energize_VBD', 'energize_VBG', 'energize_VBZ', 'energize_VB']"
informal_JJ,104,0,['informal_JJ']
tear_NN,330,0,"['tear_NNS', 'tear_NNP']"
dejection_NN,22,0,['dejection_NN']
apostle_NN,40,0,"['apostle_NNP', 'apostle_NNS', 'apostle_NN', 'apostle_NNPS']"
utility_NN,80,0,"['utility_NN', 'utility_NNS', 'utility_NNP']"
lifeline_NN,11,0,"['lifeline_NN', 'lifeline_NNP', 'lifeline_NNS']"
disruption_NN,52,0,"['disruption_NNS', 'disruption_NN']"
saturate_VB,46,0,"['saturate_VBN', 'saturate_VB', 'saturate_VBG']"
downright_RB,63,0,['downright_RB']
dizzy_NN,69,0,['dizzy_NN']
tread_VB,66,0,"['tread_VBG', 'tread_VB', 'tread_VBD', 'tread_VBP', 'tread_VBN']"
virtue_NN,201,0,"['virtue_NN', 'virtue_NNS', 'virtue_NNP']"
martyrdom_NN,20,0,"['martyrdom_NN', 'martyrdom_NNS']"
obstacle_NN,71,0,"['obstacle_NNS', 'obstacle_NN']"
egotistical_JJ,11,0,['egotistical_JJ']
nourish_VB,47,0,"['nourish_VBN', 'nourish_VBG', 'nourish_VBD', 'nourish_VB', 'nourish_VBZ', 'nourish_VBP']"
hazard_NN,43,0,"['hazard_NN', 'hazard_NNS', 'hazard_NNP']"
torment_VB,97,0,"['torment_VBN', 'torment_VBG', 'torment_VBP', 'torment_VB', 'torment_VBD', 'torment_VBZ']"
conflict_VB,375,0,"['conflict_VBG', 'conflict_VBN', 'conflict_VB', 'conflict_VBP', 'conflict_VBD']"
bearing_NN,38,0,"['bearing_NN', 'bearing_NNS']"
unselfish_JJ,17,0,['unselfish_JJ']
utmost_JJ,76,0,['utmost_JJ']
frequent_JJ,125,0,['frequent_JJ']
famine_NN,13,0,"['famine_NNS', 'famine_NN']"
unavoidable_JJ,26,0,['unavoidable_JJ']
unstable_JJ,77,0,['unstable_JJ']
providence_NN,46,0,"['providence_NNP', 'providence_NN', 'providence_NNS']"
tone_VB,15,0,"['tone_VBN', 'tone_VBD', 'tone_VBG']"
sweat_NN,167,0,"['sweat_NNP', 'sweat_NN', 'sweat_NNS']"
displeasure_NN,138,0,['displeasure_NN']
equality_NN,125,0,"['equality_NN', 'equality_NNP']"
menu_NN,83,0,"['menu_NN', 'menu_NNS', 'menu_NNP']"
button_NN,197,0,"['button_NN', 'button_NNS', 'button_NNP']"
ruin_VB,89,0,"['ruin_VBN', 'ruin_VBD', 'ruin_VB', 'ruin_VBG', 'ruin_VBP']"
rashly_RB,12,0,['rashly_RB']
worry_VB,389,0,"['worry_VB', 'worry_VBN', 'worry_VBG', 'worry_VBP', 'worry_VBZ', 'worry_VBD']"
consequent_JJ,41,0,['consequent_JJ']
thoreau_NN,26,0,['thoreau_NNP']
compunction_NN,163,0,"['compunction_NN', 'compunction_NNS']"
argument_NN,431,0,"['argument_NN', 'argument_NNS', 'argument_NNP']"
chile_NN,33,0,"['chile_NNP', 'chile_NNS', 'chile_NN']"
alarmed_JJ,45,0,['alarmed_JJ']
intercourse_NN,93,0,['intercourse_NN']
anarchic_JJ,11,0,['anarchic_JJ']
attendee_NN,190,0,"['attendee_NNS', 'attendee_NN']"
generalization_NN,20,0,"['generalization_NNS', 'generalization_NN']"
catalog_NN,40,0,"['catalog_NNS', 'catalog_NN']"
mediator_NN,44,0,"['mediator_NNP', 'mediator_NN', 'mediator_NNS']"
convert_VB,91,0,"['convert_VBG', 'convert_VB', 'convert_VBZ', 'convert_VBN', 'convert_VBP', 'convert_VBD']"
pile_NN,43,0,"['pile_NN', 'pile_NNS']"
inexorable_JJ,17,0,['inexorable_JJ']
terror_NN,509,0,"['terror_NNS', 'terror_NN']"
ebb_VB,40,0,"['ebb_VBG', 'ebb_VBD', 'ebb_VBZ', 'ebb_VB', 'ebb_VBP', 'ebb_VBN']"
prince_NN,159,0,"['prince_NNS', 'prince_NNP', 'prince_NN']"
phrase_NN,168,0,"['phrase_NN', 'phrase_NNS']"
me_NN,22,0,"['me_NNP', 'me_NN', 'me_NNS']"
incomprehensible_NN,26,0,"['incomprehensible_NN', 'incomprehensible_NNP']"
advice_NN,367,0,"['advice_NN', 'advice_NNP', 'advice_NNS']"
translate_VB,187,0,"['translate_VBN', 'translate_VBZ', 'translate_VBG', 'translate_VB', 'translate_VBD', 'translate_VBP']"
perspiration_NN,17,0,"['perspiration_NN', 'perspiration_NNS']"
sensibility_NN,156,0,"['sensibility_NN', 'sensibility_NNS', 'sensibility_NNP']"
sens_NN,254,0,['sens_NNS']
gritty_JJ,117,0,"['gritty_JJ', 'gritty_JJR']"
additionally_RB,161,0,['additionally_RB']
admirably_RB,17,0,['admirably_RB']
merge_VB,80,0,"['merge_VBP', 'merge_VBN', 'merge_VBD', 'merge_VBG', 'merge_VB', 'merge_VBZ']"
integrity_NN,154,0,"['integrity_NN', 'integrity_NNP', 'integrity_NNS']"
sweep_VB,105,0,"['sweep_VBN', 'sweep_VBG', 'sweep_VBD', 'sweep_VBZ']"
impulsive_JJ,36,0,['impulsive_JJ']
resign_VB,159,0,"['resign_VBN', 'resign_VBD', 'resign_VBG', 'resign_VB', 'resign_VBP', 'resign_VBZ']"
pang_NN,425,0,"['pang_NNS', 'pang_NN']"
harmful_JJ,66,0,['harmful_JJ']
string_NN,144,0,"['string_NNS', 'string_NN', 'string_NNP']"
adapt_VB,180,0,"['adapt_VBN', 'adapt_VBD', 'adapt_VB', 'adapt_VBZ', 'adapt_VBG']"
ingredient_NN,50,0,"['ingredient_NNS', 'ingredient_NN']"
intuition_NN,286,0,"['intuition_NNS', 'intuition_NN', 'intuition_NNP']"
caleb_NN,14,0,['caleb_NNP']
williams_NN,151,0,['williams_NNP']
enquire_VB,11,0,"['enquire_VB', 'enquire_VBG', 'enquire_VBD']"
secretly_RB,85,0,['secretly_RB']
upwards_RB,14,0,['upwards_RB']
singular_JJ,63,0,['singular_JJ']
beneficent_JJ,13,0,['beneficent_JJ']
injurious_JJ,17,0,['injurious_JJ']
pursuit_NN,70,0,"['pursuit_NNS', 'pursuit_NN', 'pursuit_NNPS']"
faint_JJ,436,0,"['faint_JJ', 'faint_JJS', 'faint_JJR']"
couple_NN,529,0,"['couple_NN', 'couple_NNS']"
priest_NN,121,0,"['priest_NNS', 'priest_NN', 'priest_NNP']"
exploitation_NN,50,0,['exploitation_NN']
tentative_JJ,43,0,['tentative_JJ']
delight_VB,49,0,"['delight_VBZ', 'delight_VBG', 'delight_VBD', 'delight_VBN', 'delight_VB', 'delight_VBP']"
vacancy_NN,23,0,"['vacancy_NN', 'vacancy_NNS']"
treasure_NN,60,0,"['treasure_NN', 'treasure_NNS', 'treasure_NNP']"
accord_NN,47,0,"['accord_NN', 'accord_NNS', 'accord_NNP']"
fruit_NN,78,0,"['fruit_NN', 'fruit_NNS', 'fruit_NNP']"
amply_RB,23,0,['amply_RB']
jealous_JJ,231,0,['jealous_JJ']
advisory_JJ,50,0,['advisory_JJ']
beaten_JJ,14,0,['beaten_JJ']
bell_NN,79,0,"['bell_NN', 'bell_NNS', 'bell_NNP', 'bell_NNPS']"
edge_NN,301,0,"['edge_NN', 'edge_NNS', 'edge_NNP']"
bend_VB,87,0,"['bend_VB', 'bend_VBZ', 'bend_VBG', 'bend_VBP']"
renounce_VB,30,0,"['renounce_VBG', 'renounce_VB', 'renounce_VBD', 'renounce_VBN', 'renounce_VBZ']"
manifest_VB,118,0,"['manifest_VBG', 'manifest_VBN', 'manifest_VBZ', 'manifest_VBD']"
pause_VB,94,0,"['pause_VB', 'pause_VBN', 'pause_VBZ', 'pause_VBD', 'pause_VBG', 'pause_VBP']"
craving_NN,220,0,"['craving_NN', 'craving_NNS']"
obtain_VB,268,0,"['obtain_VBG', 'obtain_VBD', 'obtain_VBN', 'obtain_VB', 'obtain_VBZ', 'obtain_VBP']"
fulfillment_NN,75,0,"['fulfillment_NN', 'fulfillment_NNP']"
watch_NN,94,0,"['watch_NNP', 'watch_NN', 'watch_NNS']"
solid_JJ,604,0,['solid_JJ']
scholar_NN,260,0,"['scholar_NNS', 'scholar_NN', 'scholar_NNP', 'scholar_NNPS']"
air_VB,64,0,"['air_VBN', 'air_VBG', 'air_VB', 'air_VBD', 'air_VBZ']"
irritated_JJ,169,0,['irritated_JJ']
oppressed_JJ,76,0,['oppressed_JJ']
weight_VB,17,0,"['weight_VBD', 'weight_VB', 'weight_VBN', 'weight_VBP']"
affected_JJ,125,0,['affected_JJ']
mortal_JJ,52,0,['mortal_JJ']
prior_JJ,65,0,['prior_JJ']
employ_VB,147,0,"['employ_VBN', 'employ_VB', 'employ_VBG', 'employ_VBZ', 'employ_VBP', 'employ_VBD']"
bachelor_NN,15,0,"['bachelor_NNS', 'bachelor_NN', 'bachelor_NNP']"
submerge_VB,25,0,"['submerge_VBN', 'submerge_VB', 'submerge_VBD', 'submerge_VBZ']"
inventory_NN,19,0,"['inventory_NN', 'inventory_NNP', 'inventory_NNS']"
fortune_NN,91,0,"['fortune_NN', 'fortune_NNP', 'fortune_NNS']"
christianity_NN,127,0,"['christianity_NNP', 'christianity_NN']"
uphold_VB,40,0,"['uphold_VBP', 'uphold_VB', 'uphold_VBG', 'uphold_VBD', 'uphold_VBN', 'uphold_VBZ']"
eagerness_NN,43,0,['eagerness_NN']
expansion_NN,107,0,"['expansion_NN', 'expansion_NNS']"
visitation_NN,36,0,"['visitation_NNS', 'visitation_NN']"
rightness_NN,96,0,"['rightness_NN', 'rightness_NNP']"
eager_JJ,134,0,"['eager_JJ', 'eager_JJS']"
excellence_NN,72,0,"['excellence_NN', 'excellence_NNP', 'excellence_NNS']"
colonial_JJ,36,0,['colonial_JJ']
joke_NN,104,0,"['joke_NN', 'joke_NNS', 'joke_NNP']"
integration_NN,122,0,"['integration_NN', 'integration_NNS']"
irresistible_JJ,112,0,['irresistible_JJ']
physician_NN,761,0,"['physician_NNS', 'physician_NN', 'physician_NNP']"
spread_VB,235,0,"['spread_VB', 'spread_VBN', 'spread_VBG', 'spread_VBZ', 'spread_VBD', 'spread_VBP']"
dwelling_NN,37,0,"['dwelling_NN', 'dwelling_NNS']"
handful_NN,34,0,['handful_NN']
leisure_NN,54,0,['leisure_NN']
park_NN,282,0,"['park_NNS', 'park_NNP', 'park_NN', 'park_NNPS']"
sheer_JJ,132,0,['sheer_JJ']
cherish_VB,176,0,"['cherish_VBG', 'cherish_VBD', 'cherish_VBP', 'cherish_VB', 'cherish_VBN', 'cherish_VBZ']"
smoking_NN,189,0,"['smoking_NN', 'smoking_NNP']"
interruption_NN,27,0,"['interruption_NNS', 'interruption_NN']"
adventure_NN,170,0,"['adventure_NNS', 'adventure_NN', 'adventure_NNP']"
apprehensive_JJ,198,0,['apprehensive_JJ']
civil_JJ,237,0,['civil_JJ']
user-friendly_JJ,21,0,['user-friendly_JJ']
atom_NN,43,0,"['atom_NN', 'atom_NNS', 'atom_NNP']"
intoxicate_VB,39,0,"['intoxicate_VBN', 'intoxicate_VBD', 'intoxicate_VBG', 'intoxicate_VBZ']"
coaster_NN,32,0,"['coaster_NN', 'coaster_NNS']"
question_VB,317,0,"['question_VB', 'question_VBD', 'question_VBN', 'question_VBG', 'question_VBP', 'question_VBZ']"
chapter_NN,284,0,"['chapter_NN', 'chapter_NNS', 'chapter_NNP']"
romantic_JJ,374,0,['romantic_JJ']
david_NN,311,0,['david_NNP']
need_MD,264,0,['need_MD']
italian_JJ,89,0,['italian_JJ']
elephant_NN,70,0,"['elephant_NN', 'elephant_NNP', 'elephant_NNS']"
dear_RB,187,0,['dear_RB']
fond_JJ,71,0,"['fond_JJ', 'fond_JJS']"
simulation_NN,53,0,"['simulation_NNS', 'simulation_NN']"
centre_NN,93,0,"['centre_NNS', 'centre_NNP', 'centre_NNPS']"
juggle_VB,23,0,"['juggle_VB', 'juggle_VBG', 'juggle_VBP']"
grand_NN,34,0,['grand_NNP']
compass_NN,17,0,"['compass_NNP', 'compass_NN', 'compass_NNS']"
back_VB,113,0,"['back_VBN', 'back_VBD', 'back_VB', 'back_VBG', 'back_VBZ', 'back_VBP']"
spillover_NN,11,0,"['spillover_NN', 'spillover_NNS']"
middle_JJ,257,0,['middle_JJ']
incoming_JJ,42,0,['incoming_JJ']
circulate_VB,42,0,"['circulate_VBP', 'circulate_VB', 'circulate_VBG', 'circulate_VBD', 'circulate_VBN', 'circulate_VBZ']"
teamwork_NN,41,0,['teamwork_NN']
diffuse_JJ,13,0,['diffuse_JJ']
internally_RB,88,0,['internally_RB']
mask_NN,128,0,"['mask_NN', 'mask_NNS', 'mask_NNP']"
cross_JJ,10,0,['cross_JJ']
devoted_JJ,36,0,['devoted_JJ']
fortitude_NN,13,0,['fortitude_NN']
conquer_VB,91,0,"['conquer_VB', 'conquer_VBN', 'conquer_VBG', 'conquer_VBP', 'conquer_VBD', 'conquer_VBZ']"
operator_NN,197,0,"['operator_NN', 'operator_NNS', 'operator_NNP']"
burst_NN,76,0,"['burst_NN', 'burst_NNS', 'burst_NNP']"
sound_NN,658,0,"['sound_NN', 'sound_NNS', 'sound_NNP']"
visual_JJ,251,0,['visual_JJ']
drag_VB,145,0,"['drag_VBG', 'drag_VBD', 'drag_VBN', 'drag_VBZ', 'drag_VBP', 'drag_VB']"
inborn_JJ,14,0,['inborn_JJ']
reluctance_NN,133,0,"['reluctance_NN', 'reluctance_NNS']"
seller_NN,60,0,"['seller_NN', 'seller_NNS', 'seller_NNPS', 'seller_NNP']"
teenager_NN,247,0,"['teenager_NN', 'teenager_NNS', 'teenager_NNPS']"
piece_NN,638,0,"['piece_NN', 'piece_NNS', 'piece_NNP']"
survey_VB,364,0,"['survey_VBN', 'survey_VB', 'survey_VBG', 'survey_VBD', 'survey_VBP', 'survey_VBZ']"
urinate_VB,92,0,"['urinate_VBP', 'urinate_VB', 'urinate_VBG', 'urinate_VBD', 'urinate_VBZ']"
shelby_NN,15,0,['shelby_NNP']
clash_VB,22,0,"['clash_VBG', 'clash_VBD', 'clash_VBN', 'clash_VB', 'clash_VBP']"
narrowly_RB,15,0,['narrowly_RB']
egoistic_JJ,12,0,['egoistic_JJ']
victorious_JJ,48,0,['victorious_JJ']
civilization_NN,80,0,"['civilization_NN', 'civilization_NNS', 'civilization_NNPS']"
revealing_JJ,19,0,['revealing_JJ']
emanate_VB,40,0,"['emanate_VBZ', 'emanate_VBP', 'emanate_VBG', 'emanate_VBN', 'emanate_VB']"
hasten_VB,27,0,"['hasten_VB', 'hasten_VBD', 'hasten_VBN', 'hasten_VBP', 'hasten_VBZ', 'hasten_VBG']"
deep-seated_JJ,67,0,['deep-seated_JJ']
shared_JJ,41,0,['shared_JJ']
dispirited_JJ,22,0,['dispirited_JJ']
apt_JJ,144,0,['apt_JJ']
dejected_JJ,48,0,['dejected_JJ']
worried_JJ,339,0,['worried_JJ']
brilliance_NN,15,0,['brilliance_NN']
extraordinary_JJ,195,0,['extraordinary_JJ']
bernard_NN,25,0,['bernard_NNP']
fatherly_JJ,26,0,['fatherly_JJ']
discontented_JJ,37,0,['discontented_JJ']
derive_VB,192,0,"['derive_VB', 'derive_VBN', 'derive_VBZ', 'derive_VBD', 'derive_VBP', 'derive_VBG']"
obligatory_JJ,16,0,['obligatory_JJ']
consequently_RB,293,0,['consequently_RB']
louisa_NN,20,0,['louisa_NNP']
fanny_NN,65,0,"['fanny_NNP', 'fanny_NN']"
specialist_NN,122,0,"['specialist_NN', 'specialist_NNS', 'specialist_NNP', 'specialist_NNPS']"
he\/she_NN,401,0,"['he\\/she_NN', 'he\\/she_NNP', 'he\\/she_NNS']"
presently_RB,112,0,['presently_RB']
logic_NN,117,0,"['logic_NN', 'logic_NNP', 'logic_NNS']"
deficient_JJ,47,0,['deficient_JJ']
pan_VB,14,0,"['pan_VB', 'pan_VBN', 'pan_VBG', 'pan_VBD']"
cheap_JJ,240,0,"['cheap_JJ', 'cheap_JJR', 'cheap_JJS']"
skate_VB,21,0,"['skate_VB', 'skate_VBG', 'skate_VBD', 'skate_VBP', 'skate_VBN']"
wit_NN,86,0,"['wit_NN', 'wit_NNS', 'wit_NNP']"
tyranny_NN,38,0,"['tyranny_NN', 'tyranny_NNP', 'tyranny_NNS']"
constant_JJ,349,0,['constant_JJ']
calculation_NN,33,0,"['calculation_NN', 'calculation_NNS']"
restraint_NN,130,0,"['restraint_NN', 'restraint_NNS']"
check_NN,137,0,"['check_NNS', 'check_NN']"
bladder_NN,65,0,"['bladder_NN', 'bladder_NNS']"
wool_NN,126,0,"['wool_NN', 'wool_NNP']"
tonal_JJ,15,0,['tonal_JJ']
chat_VB,141,0,"['chat_VB', 'chat_VBG', 'chat_VBP', 'chat_VBD', 'chat_VBN']"
knot_NN,56,0,"['knot_NN', 'knot_NNS', 'knot_NNP']"
rib_NN,75,0,"['rib_NNS', 'rib_NN']"
bury_VB,154,0,"['bury_VBN', 'bury_VB', 'bury_VBZ', 'bury_VBD', 'bury_VBG', 'bury_VBP']"
wound_NN,167,0,"['wound_NNS', 'wound_NN']"
locke_NN,10,0,['locke_NNP']
sceptical_JJ,16,0,['sceptical_JJ']
portion_NN,159,0,"['portion_NN', 'portion_NNS']"
mistake_NN,348,0,"['mistake_NN', 'mistake_NNS']"
collaboration_NN,107,0,"['collaboration_NN', 'collaboration_NNS', 'collaboration_NNP']"
minute_JJ,18,0,"['minute_JJ', 'minute_JJS']"
insurmountable_JJ,38,0,['insurmountable_JJ']
